t_int,i_pa
0.0012499899999999999,-3360.830486643893
0.0124999,17.688581508651943
0.12499999999999997,17.688440000000035
0.625,17.688439999999996
1.25,17.1577868
2.5,13.796983200000001
5.000000000000001,7.340702599999999
7.5,4.952763200000001
10.0,3.69246185
