t_int,delta_v_mv,i_leak_pa
0.1,5.032099471489637,0.5535309418638601
0.5,5.032699270409502,0.11071938394900904
1.0,4.844656278838677,0.053291219067225455
2.0,4.951673350888974,0.027234203429889362
4.0,4.984374854339002,0.013707030849432257
6.0,5.041385902488926,0.0092425408212297
8.0,4.857700699319345,0.0066793384615641
10.0,5.112565391079293,0.005623821930187224
15.0,4.954857672098356,0.0036335622928721275
20.0,4.731151971419045,0.0026021335842804755
