t_int_s,delta_v,i_pa
3.0,0.0188542690000002,0.06913231966666741
1.0000000000000002,0.013145726999999496,0.14460299699999443
2.0000000000000004,0.014150751999999933,0.07782913599999962
5.0,0.00024120599999921666,0.0005306531999982767
