t_int,i_pa
0.00125,0.0
0.012499999999999999,17.688439999999876
0.12499999999999997,17.688440000000035
0.624996,13.443300437122796
1.2499900000000002,13.089550316402528
2.5000000000000004,11.585928200000001
5.000000000000001,7.163818199999999
7.500000000000001,4.746398066666666
10.0,3.55979855
12.5,2.8478388399999996
